,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_Polarizability,formulaB_elements_Polarizability,avg_elements_AtomicVolume,diff_elements_AtomicVolume,avg_elements_AtomicWeight,diff_elements_AtomicWeight,avg_elements_BoilingT,diff_elements_BoilingT,avg_elements_BulkModulus,diff_elements_BulkModulus,avg_elements_Column,diff_elements_Column,avg_elements_CovalentRadius,diff_elements_CovalentRadius,avg_elements_Density,diff_elements_Density,avg_elements_ElectronSurfaceDensityWS,diff_elements_ElectronSurfaceDensityWS,avg_elements_Electronegativity,diff_elements_Electronegativity,avg_elements_FirstIonizationEnergy,diff_elements_FirstIonizationEnergy,avg_elements_GSbandgap,diff_elements_GSbandgap,avg_elements_GSenergy_pa,diff_elements_GSenergy_pa,avg_elements_GSestBCClatcnt,diff_elements_GSestBCClatcnt,avg_elements_GSestFCClatcnt,diff_elements_GSestFCClatcnt,avg_elements_GSvolume_pa,diff_elements_GSvolume_pa,avg_elements_HHIp,diff_elements_HHIp,avg_elements_HHIr,diff_elements_HHIr,avg_elements_HeatCapacityMass,diff_elements_HeatCapacityMass,avg_elements_HeatCapacityMolar,diff_elements_HeatCapacityMolar,avg_elements_HeatFusion,diff_elements_HeatFusion,avg_elements_ICSDVolume,diff_elements_ICSDVolume,avg_elements_MeltingT,diff_elements_MeltingT,avg_elements_MendeleevNumber,diff_elements_MendeleevNumber,avg_elements_MiracleRadius,diff_elements_MiracleRadius,avg_elements_NUnfilled,diff_elements_NUnfilled,avg_elements_NValance,diff_elements_NValance,avg_elements_NdValence,diff_elements_NdValence,avg_elements_Number,diff_elements_Number,avg_elements_Polarizability,diff_elements_Polarizability,avg_elements_ShearModulus,diff_elements_ShearModulus
30,0.0,100.0,215,196,0.0,1.51,5.17,6.1941,-4.1050022980000005,-11.29233996,0.12,0.11599999999999999,12.0,9.14,14,20,32.1,24.9,29.090966849999994,16.684238899999993,232.514455,-11.028909999999996,3836.5,-727.0,50.0,-100.0,3.0,0,205.5,19,14560.0,-8980.0,0.755,-1.51,1.24,-0.2799999999999998,5.68205,-1.0240999999999998,0.0,0.0,-7.698671129,7.187337661999999,3.9432696920000003,1.0437868240000001,4.9682084905,1.3150889910000005,32.26875,24.487500000000004,0.0,0,0.0,0,0.118,0.0040000000000000036,27.432499999999997,-0.46499999999999986,10.57,2.8599999999999994,29.315,16.270000000000003,1365.5,-85.0,17.0,-6,79.0,-158,14.5,-11,4.5,-3,1.0,0,90.5,-3,28.5,7.200000000000003,55.5,-111.0
31,0.0,160.0,215,153,0.0,1.64,5.17,6.7461899999999995,-4.1050022980000005,-8.93926069,0.12,0.489,12.0,21.5,14,46,32.1,12.4,25.638992259999995,23.588188079999995,138.97075,176.0585,3576.5,-207.0,80.0,-160.0,4.0,-2,184.0,62,8090.0,3960.0,0.82,-1.64,1.365,-0.5299999999999998,5.958095,-1.5761899999999995,0.0,0.0,-6.522131494,4.834258391999999,3.714209296,1.501907616,4.679610476000001,1.89228502,28.76125,31.502500000000005,1650.0,-3300,1700.0,-3400,0.3045,-0.369,26.045,2.3099999999999987,16.75,-9.5,25.665000000000003,23.57,1753.0,-860.0,30.0,-32,67.0,-134,8.0,2,4.0,-2,2.0,-2,56.0,66,22.25,19.700000000000003,23.5,-47.0
32,0.0,310.0,215,162,0.0,1.81,5.17,7.8640300000000005,-4.1050022980000005,-12.95880062,0.12,0.132,12.0,52.31,14,51,32.1,11.1,26.645910359999995,21.574351879999995,205.42000000000002,43.16,4650.5,-2355.0,155.0,-310.0,4.5,-3,188.5,53,14660.0,-9180.0,0.905,-1.81,1.73,-1.2599999999999998,6.517015000000001,-2.6940300000000006,0.0,0.0,-8.531901459,8.853798322,3.8216344275000003,1.2870573529999998,4.81495766,1.621590652,30.28125,28.462500000000002,3500.0,-7000,2150.0,-4300,0.126,-0.01200000000000001,25.735,2.9299999999999997,32.155,-40.31,26.650000000000002,21.6,2509.0,-2372.0,32.5,-37,67.5,-135,7.5,3,11.5,-17,2.5,-3,81.5,15,21.6,21.0,80.5,-161.0
33,0.0,41.0,215,190,0.0,1.21,5.17,6.2173,-4.1050022980000005,-6.464599775,0.12,0.298,12.0,11.39,14,12,32.1,22.7,35.22314958999999,4.419873419999995,157.952925,138.09415,3545.5,-145.0,20.5,-41.0,3.0,0,202.5,25,7271.0,5598.0,0.605,-1.21,1.1600000000000001,-0.11999999999999988,5.69365,-1.0473,0.0,0.0,-5.2848010365,2.3595974769999994,4.240156989,0.45001223000000046,5.342263045,0.566979882,38.43875,12.1475,4900.0,-9800,1300.0,-2600,0.209,-0.178,26.865000000000002,0.6699999999999982,11.695,0.6099999999999994,35.21,4.480000000000004,1561.0,-476.0,13.0,2,89.5,-179,9.0,0,3.0,0,1.0,0,64.0,50,27.4,9.400000000000002,13.0,-26.0
34,0.0,70.0,215,122,0.0,1.32,5.17,9.394199,-4.1050022980000005,-1.239999915,0.12,0.38799999999999996,12.0,7.068,14,69,32.1,-5.816666667000001,26.319385014999995,22.22740256999999,146.19,161.62,2326.5,2293.0,35.0,-70.0,7.5,-9,168.5,93,8605.0,2930.0,0.66,-1.32,1.375,-0.5499999999999998,7.2820995,-4.2241990000000005,0.0,0.0,-2.6725011065000004,-2.865002383,3.749428664,1.4314688800000006,4.7239840985,1.8035377750000001,29.236250000000002,30.552500000000002,800.0,-1600,950.0,-1900,0.254,-0.26799999999999996,26.295,1.8099999999999987,9.533999999999999,4.932,26.32,22.260000000000005,1007.8399999999999,630.32,41.5,-55,70.0,-140,4.5,9,7.5,-9,5.5,-9,59.5,59,13.1416666665,37.916666667,21.5,-43.0
35,100.0,76.0,145,121,1.36,1.39,7.576230000000001,5.985768,-2.76539356,-3.74542312,0.235,0.897,11.3,10.71,65,73,6.99,6.8,16.835036235,0.48122343,67.4248693,80.88666140000001,2613.5,-357.0,88.0,24.0,12.0,-2,133.0,24,6595.0,7790.0,1.375,-0.029999999999999805,1.77,0.31999999999999984,6.780999,1.5904620000000005,0.0,0.0,-3.25540834,0.9800295599999997,3.2013591695000003,-0.009757326999999982,4.033459805,-0.012293462000000588,16.405,-0.15000000000000213,1400.0,-400,1200.0,400,0.5660000000000001,-0.662,24.775,1.1500000000000021,11.005,0.5899999999999999,16.83,0.4400000000000013,1084.2,301.46000000000004,69.0,-8,142.5,3,3.0,-4,7.0,8,5.0,10,30.0,34,6.895,0.1900000000000004,28.0,4.0
36,100.0,22.0,145,119,1.36,1.44,7.576230000000001,9.7886,-2.76539356,-4.650889115,0.235,0.32899999999999996,11.3,24.44,65,84,6.99,4.31,19.399806845,-4.64831779,91.3949,32.946600000000004,1661.0,1548.0,61.0,78.0,13.0,-4,132.0,26,8108.5,4763.0,1.4,-0.07999999999999985,2.055,-0.2500000000000002,8.682415,-2.21237,0.0,0.0,-3.7081413375,1.8854955549999999,3.3680824510000003,-0.34320388999999984,4.2435179775,-0.43240980700000087,19.252499999999998,-5.845000000000002,2250.0,-2100,2700.0,-2600,0.282,-0.09399999999999997,24.995,0.7100000000000009,17.87,-13.14,19.285,-4.469999999999999,1162.4650000000001,144.93000000000006,74.5,-19,129.5,29,2.0,-2,13.0,-4,10.0,0,40.0,14,5.65,2.6800000000000006,15.0,30.0
37,100.0,320.0,145,84,1.36,1.75,7.576230000000001,8.29802,-2.76539356,-6.677698154,0.235,1.026,11.3,50.2,65,72,6.99,3.03,12.1867076075,9.777880685,59.339600000000004,97.0572,3354.0,-1838.0,210.0,-220.0,12.0,-2,114.5,61,6475.0,8030.0,1.5550000000000002,-0.3899999999999999,1.9849999999999999,-0.1100000000000001,7.937125,-0.7217899999999986,0.762,-1.524,-4.721545857,3.9123045939999996,2.8131299675,0.7667010770000005,3.5443216614999997,0.9659828249999998,11.751249999999999,9.157499999999999,2050.0,-1700,1700.0,-600,0.6305000000000001,-0.791,18.2185,14.263000000000002,30.75,-38.900000000000006,12.4,9.3,1791.4650000000001,-1113.07,68.5,-7,116.0,56,3.0,-4,7.0,8,5.0,10,26.0,42,5.01,3.9600000000000004,15.0,30.0
38,100.0,9.6,145,215,1.36,0.81,7.576230000000001,5.211664,-2.76539356,-1.92352226,0.235,0.204,11.3,7.12,65,9,6.99,39.7,41.02246481,-47.89363372,122.5976,-29.458799999999997,2289.0,292.0,54.8,90.4,6.5,9,180.0,-70,7000.0,6980.0,1.085,0.55,1.41,1.04,6.393947000000001,2.364566000000001,0.0,0.0,-2.34445791,-0.8418713000000002,4.1126899085,-1.8324188049999997,5.181664586999999,-2.308703026,39.96,-47.260000000000005,2100.0,-1800,1850.0,-900,0.21949999999999997,0.031,26.71,-2.719999999999999,9.21,4.180000000000001,39.965,-45.83,1117.4650000000001,234.93000000000006,37.0,56,183.5,-79,0.5,1,6.5,9,5.0,10,51.5,-9,23.345000000000002,-32.71,17.45,25.1
39,100.0,1.9,145,120,1.36,0.0,7.576230000000001,11.8138,-2.76539356,-1.5830253380000001,0.235,0.474,11.3,5.285,65,95,6.99,3.05,29.801736634999997,-25.452177369999998,93.8861,27.964200000000005,1383.5,2103.0,50.95,98.1,14.0,-6,132.5,25,6805.0,7370.0,0.68,1.36,2.445,-1.03,9.695015000000001,-4.23757,0.7284999999999999,-1.4569999999999999,-2.174209449,-1.182368222,3.5442984749999997,-0.6956359379999992,4.465536255,-0.8764463620000011,22.905,-13.150000000000002,2250.0,-2100,4150.0,-5500,0.3545,-0.239,50.519999999999996,-50.339999999999996,8.2925,6.015000000000001,41.095,-48.09,750.365,969.1300000000001,80.0,-30,72.0,144,1.0,0,14.0,-6,10.0,0,41.0,12,5.02,3.9400000000000004,15.0,30.0
40,100.0,17.0,145,176,1.36,0.91,7.576230000000001,6.11316,-2.76539356,-1.948329565,0.235,0.647,11.3,8.54,65,7,6.99,25.73333333,30.006417624999997,-25.861539349999997,73.9731,67.7902,2096.0,678.0,58.5,83.0,6.5,9,160.5,-31,6020.0,8940.0,1.135,0.45000000000000007,1.4649999999999999,0.9299999999999999,6.844695,1.463070000000001,0.0,0.0,-2.3568615625000002,-0.817063995,3.711870415,-1.0307798179999992,4.67666367,-1.2987011920000011,27.05,-21.440000000000005,2550.0,-2700,1450.0,-100,0.441,-0.41200000000000003,25.6395,-0.5790000000000006,9.92,2.7600000000000016,30.619999999999997,-27.139999999999997,1174.9650000000001,119.93000000000006,36.0,58,172.5,-57,0.5,1,6.5,9,5.0,10,33.5,27,16.361666665,-18.74333333,18.7,22.6
41,100.0,42.0,145,144,1.36,1.24,7.576230000000001,8.99382,-2.76539356,-0.812174225,0.235,0.231,11.3,6.21,65,70,6.99,7.32,19.327836705000003,-4.504377510000001,110.1396,-4.5428,1737.5,1395.0,71.0,58.0,11.5,-1,144.5,1,9570.0,1840.0,1.3,0.1200000000000001,1.81,0.24,8.285025000000001,-1.4175899999999988,0.0,0.0,-1.7887838925000001,-1.953219335,3.2937010385,-0.1944410649999999,4.14980327,-0.24498039200000044,17.9125,-3.1650000000000027,1450.0,-500,1350.0,100,0.23299999999999998,0.003999999999999976,25.685000000000002,-0.6699999999999982,8.755,5.090000000000001,19.32,-4.539999999999999,914.575,640.71,67.5,-5,150.5,-13,0.5,1,11.5,-1,10.0,0,47.5,-1,7.155,-0.33000000000000007,24.5,11.0
42,100.0,180.0,145,126,1.36,1.75,7.576230000000001,7.881010000000001,-2.76539356,-7.080389145,0.235,0.42100000000000004,11.3,16.2,65,58,6.99,7.5,14.035754315,6.079787270000001,83.4006975,48.935005000000004,2817.5,-765.0,140.0,-80.0,10.0,2,135.5,19,9695.0,1590.0,1.5550000000000002,-0.3899999999999999,1.9049999999999998,0.050000000000000044,7.728620000000001,-0.30478000000000005,0.0,0.0,-4.9228913525,4.314995585,2.9664436270000003,0.46007375800000005,3.7374847685,0.5796566109999994,13.287499999999998,6.084999999999999,2150.0,-1900,2050.0,-1300,0.328,-0.18600000000000005,25.08,0.5400000000000027,13.75,-4.899999999999999,14.085,5.9300000000000015,1501.4650000000001,-533.0699999999999,61.5,7,134.5,19,2.0,-2,10.0,2,8.5,3,37.0,20,7.245,-0.5099999999999998,52.5,-45.0
43,100.0,160.0,145,139,1.36,1.73,7.576230000000001,6.76651,-2.76539356,-9.50571654,0.235,0.449,11.3,21.0,65,49,6.99,11.6,14.58429271,4.98271048,79.93215000000001,55.8721,2689.5,-509.0,130.0,-60.0,8.5,5,142.0,6,8815.0,3350.0,1.545,-0.3699999999999999,1.795,0.27,7.1713700000000005,0.8097200000000004,0.0,0.0,-6.13555505,6.74032298,3.0072803925000002,0.37840022700000064,3.7889358689999995,0.4767544099999994,13.759999999999998,5.139999999999999,2150.0,-1900,2750.0,-2700,0.34199999999999997,-0.21400000000000002,24.35,2.0,16.15,-9.7,14.530000000000001,5.040000000000001,1707.4650000000001,-945.0699999999999,57.0,16,137.0,14,3.5,-5,8.5,5,7.5,5,35.5,23,9.295,-4.609999999999999,72.5,-85.0
44,100.0,140.0,145,132,1.36,1.47,7.576230000000001,7.726380000000001,-2.76539356,-3.68065482,0.235,0.385,11.3,13.6,65,64,6.99,6.15,14.45279494,5.24570602,85.7071,44.322199999999995,2817.5,-765.0,120.0,-40.0,11.0,0,138.5,13,9705.0,1570.0,1.415,-0.10999999999999988,1.915,0.030000000000000027,7.651305000000001,-0.15015,0.0,0.0,-3.2230241900000003,0.9152612599999999,3.0022254965000004,0.3885100190000004,3.7825670989999995,0.4894919499999997,13.7,5.259999999999998,1400.0,-400,1450.0,-100,0.31,-0.15000000000000002,24.895000000000003,0.9100000000000001,12.45,-2.299999999999999,14.43,5.24,1296.35,-122.83999999999992,64.5,1,135.0,18,1.0,0,11.0,0,10.0,0,38.0,18,6.57,0.8399999999999999,39.0,-18.0
45,100.0,44.0,145,189,1.36,1.23,7.576230000000001,6.1077,-2.76539356,-4.563633745,0.235,0.168,11.3,19.9,65,35,6.99,22.7,23.85585816,-13.56042042,137.5636,-59.39080000000001,2788.0,-706.0,72.0,56.0,7.0,8,167.0,-44,9778.0,1424.0,1.295,0.13000000000000012,1.585,0.69,6.841965,1.4685300000000003,0.0,0.0,-3.6645136525,1.7982401849999996,3.5683155765,-0.7436701409999995,4.4957959065,-0.9369656650000007,23.4575,-14.255000000000003,5350.0,-8300,2250.0,-1700,0.2015,0.06699999999999998,26.735,-2.7699999999999996,15.6,-8.599999999999998,23.86,-13.620000000000001,1502.4650000000001,-535.0699999999999,50.0,30,159.5,-31,1.5,-1,12.5,-3,5.0,10,57.5,-21,14.844999999999999,-15.709999999999999,29.0,2.0
46,100.0,0.0,145,122,1.36,1.31,7.576230000000001,5.999301,-2.76539356,-3.0122553030000003,0.235,0.373,11.3,5.585,65,74,6.99,8.12,18.343080715,-2.534865530000001,88.79560000000001,38.1452,2456.0,-42.0,50.0,100.0,12.0,-2,133.5,23,8197.0,4586.0,1.335,0.050000000000000044,1.87,0.11999999999999988,6.787765500000001,1.5769290000000007,0.0,0.0,-2.8888244315000002,0.2468617430000002,3.275014937,-0.1570688619999996,4.1262602575,-0.19789436700000085,17.59375,-2.5275000000000034,3350.0,-4300,1650.0,-500,0.304,-0.138,25.69,-0.6799999999999997,8.4425,5.715000000000001,18.325000000000003,-2.5500000000000007,768.9200000000001,932.02,69.5,-9,139.0,10,3.0,-4,12.0,-2,10.0,0,39.0,16,7.555,-1.129999999999999,15.0,30.0
47,100.0,38.0,145,196,1.36,1.21,7.576230000000001,6.1498,-2.76539356,-4.65442131,0.235,0.235,11.3,9.67,65,27,6.99,23.5,25.062686130000003,-15.974076360000002,132.5591,-49.3818,2979.0,-1088.0,69.0,62.0,7.0,8,170.5,-51,9195.5,2589.0,1.2850000000000001,0.15000000000000013,1.565,0.73,6.863015000000001,1.4264300000000008,0.0,0.0,-3.709907435,1.88902775,3.5992813775,-0.8056017429999995,4.534810371499999,-1.014994595,24.189999999999998,-15.719999999999999,5350.0,-8300,2250.0,-1700,0.235,0.0,31.19,-11.68,10.485,1.6300000000000008,25.015,-15.929999999999996,1410.4650000000001,-351.06999999999994,46.0,38,160.0,-32,8.5,-15,10.5,1,5.5,9,55.5,-17,15.245000000000001,-16.509999999999998,26.0,8.0
48,100.0,320.0,145,141,1.36,1.83,7.576230000000001,8.96702,-2.76539356,-8.84851145,0.235,0.131,11.3,41.12,65,60,6.99,7.6,15.61209921,2.9270974800000005,150.0426,-84.34880000000001,3568.0,-2266.0,210.0,-220.0,10.0,2,143.0,4,16525.0,-12070.0,1.5950000000000002,-0.47,2.065,-0.27000000000000024,8.271625,-1.390789999999999,0.0,0.0,-5.806952505,6.0831178900000005,3.1240885670000003,0.14478387800000014,3.9361049469999996,0.18241625399999917,15.27,2.1199999999999974,3350.0,-4300,5250.0,-7700,0.183,0.10399999999999998,25.225,0.25,26.21,-29.819999999999997,15.465,3.17,1986.9650000000001,-1504.07,62.5,5,140.0,8,2.0,-2,17.0,-12,8.5,3,62.0,-30,7.295,-0.6099999999999994,120.0,-180.0
49,100.0,3.1,145,203,1.36,0.65,7.576230000000001,4.3406633,-2.76539356,-1.097539713,0.235,0.757,11.3,2.335,65,3,6.99,43.23,46.461756315,-58.77221673,73.48325,68.7699,1733.5,1403.0,51.55,96.9,6.0,10,174.0,-58,5673.0,9634.0,1.0050000000000001,0.7100000000000001,1.375,1.1099999999999999,5.958446650000001,3.2355667000000006,0.0,0.0,-1.9314666365000002,-1.6678538470000002,4.23234069,-2.0717203679999994,5.332415125,-2.610204102000001,44.718333335,-56.77666667,1450.0,-500,4300.0,-5800,0.496,-0.522,27.475,-4.25,6.817500000000001,8.965,46.339999999999996,-58.58,785.73,898.4000000000001,34.0,62,187.0,-86,1.0,0,6.0,10,5.0,10,33.0,28,25.11,-36.239999999999995,15.65,28.7
50,100.0,11.0,145,128,1.36,0.98,7.576230000000001,5.391719,-2.76539356,-1.86988691,0.235,3.582,11.3,3.0,65,1,6.99,24.335,19.309853015,-4.468410129999999,57.4046,100.9272,2025.0,820.0,55.5,89.0,6.0,10,136.5,17,5512.5,9955.0,1.17,0.3800000000000001,1.455,0.95,6.4839745,2.1845110000000005,0.0,0.0,-2.317640235,-0.8955066500000002,3.2050256720000005,-0.017090331999999986,4.0380793095,-0.02153247100000044,16.461666665,-0.2633333300000018,2050.0,-1700,2800.0,-2800,1.9084999999999999,-3.347,25.105,0.490000000000002,7.15,8.3,19.34,-4.579999999999998,844.3100000000001,781.24,33.0,64,148.0,-8,1.0,0,6.0,10,5.0,10,25.0,44,15.662500000000001,-17.345,17.1,25.8
51,100.0,6.3,145,166,1.36,0.82,7.576230000000001,5.139076,-2.76539356,-1.2602413829999999,0.235,1.228,11.3,2.6,65,2,6.99,24.11,28.256988415000002,-22.36268093,65.42898464,84.87843072,1795.5,1279.0,53.15,93.7,6.0,10,155.5,-21,5729.0,9522.0,1.09,0.5400000000000001,1.43,0.9999999999999999,6.357653000000001,2.4371540000000005,0.0,0.0,-2.0128174715,-1.5051521770000003,3.539076798,-0.6851925839999997,4.458957353999999,-0.86328856,22.786666665,-12.91333333,1150.0,100,950.0,900,0.7315,-0.993,26.79,-2.879999999999999,6.95,8.700000000000001,28.405,-22.709999999999997,802.9000000000001,864.0600000000001,33.5,63,162.0,-36,1.0,0,6.0,10,5.0,10,29.0,36,15.55,-17.119999999999997,16.65,26.7
52,100.0,0.0,145,58,1.36,0.0,7.576230000000001,21.56454,-2.76539356,0.09403567,0.235,1.03,11.3,0.16399999999999998,65,99,6.99,0.39432,18624.630668974998,-37215.11004205,64.02365,87.6891,1230.96,2408.08,50.0,100.0,14.5,-7,101.5,87,5245.45,10489.1,0.68,1.36,0.965,1.93,14.570385000000002,-13.98831,6.544,-13.088,-1.3356789450000002,-2.85942923,3.065687037,0.2615869380000002,3.86252363,0.329578887999999,14.485,3.6899999999999977,600.0,1200,700.0,1400,0.6325000000000001,-0.795,23.067999999999998,4.564000000000004,5.732,11.136000000000001,20.07,-6.039999999999999,629.745,1210.3700000000001,82.0,-34,72.0,144,0.5,1,9.5,3,5.0,10,28.5,37,3.6921600000000003,6.59568,15.0,30.0
53,100.0,0.0,145,200,1.36,0.0,7.576230000000001,5.89,-2.76539356,-9.49741247,0.235,0.0,11.3,12.34,65,18,6.99,25.4,21.01840429,-7.885512679999998,169.45203,-123.16766000000001,3354.0,-1838.0,50.0,100.0,7.0,8,172.5,-55,12930.0,-4880.0,0.68,1.36,1.7149999999999999,0.42999999999999994,6.733115,1.686230000000001,0.0,0.0,-6.131403015,6.732018910000001,3.4446662725,-0.4963715329999996,4.340007546,-0.6253889440000009,20.755,-8.850000000000001,600.0,1200,700.0,1400,0.1175,0.235,12.675,25.35,11.82,-1.0399999999999991,20.995,-7.890000000000001,1539.9650000000001,-610.0699999999999,41.5,47,154.5,-21,11.0,-20,8.0,6,5.5,9,69.0,-44,16.195,-18.409999999999997,15.0,30.0
54,100.0,46.0,145,146,1.36,1.15,7.576230000000001,7.4166300000000005,-2.76539356,-3.62902961,0.235,0.13,11.3,4.774,65,81,6.99,6.995,23.708535480000002,-13.26577506,157.5341,-99.33179999999999,2228.5,413.0,73.0,54.0,12.5,-3,145.5,-1,10915.0,-850.0,1.255,0.2100000000000002,2.13,-0.40000000000000013,7.49643,0.1596000000000002,0.0,0.0,-3.197211585,0.8636360499999998,3.5136731915,-0.6343853709999996,4.426950816,-0.7992754840000007,22.22,-11.780000000000001,1950.0,-1500,1600.0,-400,0.1825,0.10499999999999998,25.025,0.6500000000000021,8.037,6.526000000000001,23.685000000000002,-13.27,917.77,634.32,73.0,-16,159.0,-30,2.5,-3,19.5,-17,10.0,0,64.5,-35,6.9925,-0.004999999999999893,17.8,24.4
55,100.0,180.0,145,139,1.36,1.67,7.576230000000001,8.3369,-2.76539356,-5.13777457,0.235,0.244,11.3,16.74,65,62,6.99,4.8,15.88701711,2.37726168,107.14410000000001,1.4482,2835.5,-801.0,140.0,-80.0,10.5,1,142.0,6,11256.5,-1533.0,1.5150000000000001,-0.30999999999999983,2.065,-0.27000000000000024,7.956565,-0.7606699999999993,0.0,0.0,-3.9515840650000005,2.3723810100000002,3.1312138085,0.13053339500000005,3.9450821885,0.16446177099999915,15.37,1.9199999999999982,2200.0,-2000,4700.0,-6600,0.2395,-0.009000000000000008,25.665,-0.629999999999999,14.02,-5.439999999999998,15.885000000000002,2.33,1531.49,-593.1199999999999,63.5,3,143.0,2,0.5,1,10.5,1,10.0,0,46.5,1,5.895,2.1900000000000004,37.0,-14.0
56,100.0,380.0,145,142,1.36,1.76,7.576230000000001,7.4589,-2.76539356,-7.25364552,0.235,0.243,11.3,26.59,65,59,6.99,8.6,15.400578880000001,3.3501381400000003,105.38685000000001,4.962699999999998,3201.5,-1533.0,240.0,-280.0,10.0,2,143.5,3,11470.0,-1960.0,1.56,-0.3999999999999999,2.105,-0.34999999999999987,7.517565,0.11733000000000082,0.0,0.0,-5.00951954,4.4882519599999995,3.1034076165,0.1861457790000003,3.910048582,0.23452898399999933,14.985,2.6899999999999977,2200.0,-2000,4700.0,-6600,0.239,-0.008000000000000007,25.165,0.370000000000001,18.945,-15.29,14.315000000000001,5.470000000000001,1735.9650000000001,-1002.0699999999999,62.0,6,138.0,12,2.0,-2,10.0,2,9.0,2,46.0,2,7.795,-1.6099999999999994,90.0,-120.0
57,100.0,7.7,145,105,1.36,0.0,7.576230000000001,10.36001,-2.76539356,-4.0972167189999995,0.235,0.708,11.3,1.7209999999999999,65,88,6.99,2.9,22.121096870000002,-10.09089784,69.9666,75.8032,1576.3600000000001,1717.28,53.85,92.3,13.5,-5,125.0,40,6225.0,8530.0,0.68,1.36,2.255,-0.6500000000000001,8.96812,-2.78378,1.101,-2.202,-3.4313051395,1.3318231589999994,3.4593825305,-0.5258040489999996,4.358548869,-0.66247159,21.058437499999997,-9.456875,950.0,500,1200.0,400,0.4715,-0.473,24.025,2.650000000000002,6.5105,9.579,21.405,-8.71,811.645,846.57,76.5,-23,123.5,41,1.5,-1,8.5,5,5.0,10,31.5,31,4.945,4.09,15.0,30.0
58,100.0,42.0,145,139,1.36,1.26,7.576230000000001,8.60839,-2.76539356,-4.11736234,0.235,0.207,11.3,19.79,65,85,6.99,6.6,23.633535695,-13.11577549,114.8141,-13.891800000000003,2147.5,575.0,71.0,58.0,13.0,-4,142.0,6,8593.5,3793.0,1.31,0.10000000000000009,1.9899999999999998,-0.11999999999999988,8.092310000000001,-1.0321599999999993,0.0,0.0,-3.4413779499999997,1.3519687799999995,3.5890312485000004,-0.7851014849999998,4.521896018,-0.9891658880000005,23.945,-15.23,4550.0,-6700,2400.0,-2000,0.22099999999999997,0.027999999999999997,25.29,0.120000000000001,15.545,-8.489999999999998,23.630000000000003,-13.16,1069.355,331.1500000000001,75.0,-20,149.5,-11,2.0,-2,13.0,-4,10.0,0,49.0,-4,6.795,0.39000000000000057,25.0,10.0
59,100.0,57.0,145,170,1.36,1.27,7.576230000000001,6.561489999999999,-2.76539356,-6.28551309,0.235,0.568,11.3,14.1,65,11,6.99,17.8,21.042479435,-7.93366297,76.412056,62.912288000000004,2769.0,-668.0,78.5,43.0,7.0,8,157.5,-25,6737.5,7505.0,1.315,0.09000000000000008,1.645,0.5699999999999998,7.06886,1.0147400000000015,0.0,0.0,-4.525453325,3.52011953,3.3696772635000003,-0.34639351499999993,4.2455273154999995,-0.43642848300000026,19.2825,-5.905000000000001,3350.0,-4300,2950.0,-3100,0.40149999999999997,-0.33299999999999996,25.435000000000002,-0.16999999999999815,12.7,-2.799999999999999,21.005000000000003,-7.91,1524.4650000000001,-579.0699999999999,38.0,54,153.0,-18,5.0,-8,7.0,8,5.5,9,34.0,26,12.395,-10.81,29.5,1.0
60,100.0,38.0,145,198,1.36,1.21,7.576230000000001,5.6437,-2.76539356,-4.713379635,0.235,0.196,11.3,8.62,65,23,6.99,28.8,25.516233479999997,-16.881171059999996,129.1141,-42.49180000000001,2255.5,359.0,69.0,62.0,7.0,8,171.5,-53,8921.5,3137.0,1.2850000000000001,0.15000000000000013,1.5499999999999998,0.76,6.609965000000001,1.9325300000000007,0.0,0.0,-3.7393865975000002,1.9479860749999998,3.6235437690000003,-0.8541265259999999,4.565379069,-1.0761319900000004,24.779999999999998,-16.9,5350.0,-8300,2250.0,-1700,0.2155,0.03899999999999998,27.445,-4.189999999999998,9.96,2.6800000000000015,25.095,-16.09,1289.9650000000001,-110.06999999999994,44.0,42,164.5,-41,4.5,-7,9.5,3,5.0,10,54.5,-15,17.895,-21.810000000000002,25.0,10.0
61,100.0,38.7,145,194,1.36,1.22,7.576230000000001,5.8638,-2.76539356,-4.629217697,0.235,0.182,11.3,10.15,65,29,6.99,25.5,24.592570355,-15.033844810000002,133.396775,-51.05715000000001,2969.0,-1068.0,69.35,61.3,7.0,8,169.5,-49,9354.5,2271.0,1.29,0.14000000000000012,1.5699999999999998,0.72,6.720015,1.7124300000000003,0.0,0.0,-3.6973056284999997,1.8638241369999995,3.592739024,-0.7925170359999996,4.5265675225,-0.9985088970000007,24.033333335000002,-15.406666670000003,5350.0,-8300,2250.0,-1700,0.2085,0.05299999999999999,27.130000000000003,-3.5599999999999987,10.725000000000001,1.1500000000000004,24.5,-14.899999999999999,1431.9650000000001,-394.06999999999994,47.0,36,160.0,-32,3.0,-4,11.0,0,5.0,10,56.0,-18,16.245,-18.509999999999998,26.0,8.0
